CustomerID,Recency,Frequency,Monetary,CustomerSegment
12609.0,77,60,1126.85,Loyal
12610.0,22,106,2099.54,Loyal
12611.0,51,65,1193.32,Loyal
12612.0,73,19,704.0400000000001,Regular
12613.0,56,153,3344.38,Loyal
12614.0,277,20,315.6,At Risk
12615.0,1,105,2291.19,Loyal
12616.0,94,32,713.3,Regular
12617.0,28,42,355.53,Regular
12618.0,21,11,177.31,Regular
12619.0,15,90,3641.24,Loyal
12620.0,14,92,1339.41,Loyal
12621.0,1,467,13689.67,Loyal
12622.0,231,11,180.1,At Risk
12623.0,275,18,305.1,At Risk
12624.0,105,38,641.13,Regular
12625.0,211,86,2683.82,At Risk
12626.0,22,294,6620.48,Loyal
12627.0,10,230,4478.53,Loyal
12628.0,3,41,786.46,Regular
12630.0,9,64,1270.88,Loyal
12631.0,56,31,640.5,Regular
12633.0,58,101,2163.98,Loyal
12635.0,89,101,1689.18,Loyal
12637.0,66,390,6021.9,Loyal
12638.0,32,39,671.69,Regular
12639.0,238,22,486.1,At Risk
12640.0,23,53,1174.58,Loyal
12641.0,114,10,185.9,Regular
12642.0,24,47,1013.26,Regular
12643.0,127,24,3344.64,Regular
12644.0,129,31,477.91,Regular
12645.0,33,73,1775.18,Loyal
12646.0,4,45,1346.97,Regular
12647.0,21,122,3722.82,Loyal
12648.0,154,21,318.05,Regular
12649.0,106,31,623.51,Regular
12650.0,2,20,314.44,Regular
12651.0,334,9,114.0,At Risk
12652.0,330,48,919.98,At Risk
12653.0,148,43,2209.85,Regular
12654.0,10,38,601.98,Regular
12656.0,16,126,4051.17,Loyal
12657.0,10,47,1643.18,Regular
12658.0,18,36,686.05,Regular
12659.0,29,5,91.68,Regular
12660.0,10,13,245.1,Regular
12662.0,0,230,3849.78,Loyal
12664.0,7,37,4881.88,Regular
12665.0,324,3,63.0,At Risk
12667.0,57,33,620.13,Regular
12668.0,11,161,3807.15,Loyal
12669.0,150,101,2744.0299999999997,Loyal
12670.0,9,92,2996.05,Loyal
12672.0,329,10,225.89999999999998,At Risk
12673.0,4,42,610.52,Regular
12674.0,38,83,1970.6,Loyal
12676.0,24,45,1331.39,Regular
12678.0,41,165,17628.46,Loyal
12679.0,58,48,1113.02,Regular
12680.0,0,52,862.81,Loyal
12681.0,14,638,13787.54,Loyal
12682.0,3,525,12288.22,Loyal
12683.0,3,344,8476.57,Loyal
12684.0,7,105,2283.63,Loyal
12685.0,27,157,2863.08,Loyal
12686.0,371,7,89.14,At Risk
12688.0,113,171,4873.8099999999995,Loyal
12689.0,25,72,1247.61,Loyal
12690.0,205,16,389.01,At Risk
12691.0,27,32,1035.8,Regular
12693.0,126,39,855.91,Regular
12694.0,69,37,869.67,Regular
12695.0,6,27,582.1,Regular
12697.0,28,41,957.59,Regular
12700.0,7,268,4939.99,Loyal
12701.0,79,53,797.71,Loyal
12702.0,19,12,219.0,Regular
12703.0,70,21,283.55,Regular
12704.0,6,88,2340.84,Loyal
12705.0,14,334,6868.29,Loyal
12707.0,291,33,603.42,At Risk
12708.0,29,157,2712.91,Loyal
12709.0,14,208,9736.52,Loyal
12710.0,96,77,1149.02,Loyal
12712.0,28,133,4396.13,Loyal
12713.0,0,38,848.55,Regular
12714.0,8,259,4708.86,Loyal
12715.0,105,21,353.86,Regular
12716.0,3,69,1053.49,Loyal
12717.0,150,55,1030.98,Loyal
12718.0,70,19,238.25,Regular
12719.0,4,39,644.95,Regular
12720.0,2,354,5781.73,Loyal
12721.0,31,161,2656.13,Loyal
12722.0,84,53,997.63,Loyal
12723.0,3,69,725.07,Loyal
12724.0,4,53,1031.41,Loyal
12725.0,370,24,427.8,At Risk
12726.0,27,124,2609.1,Loyal
12727.0,10,139,3980.7,Loyal
12728.0,70,46,836.33,Regular
12729.0,113,26,453.01,Regular
12731.0,23,274,18895.91,Loyal
12732.0,179,12,236.26000000000002,Regular
12733.0,233,22,383.95,At Risk
12734.0,352,4,110.39999999999999,At Risk
12735.0,314,43,779.5699999999999,At Risk
12736.0,332,4,234.0,At Risk
12738.0,371,11,155.35,At Risk
12739.0,77,38,1013.04,Regular
12740.0,63,27,427.6,Regular
12743.0,133,134,546.43,Loyal
12744.0,51,222,21279.29,Loyal
12747.0,1,103,4196.01,Loyal
12748.0,0,4596,33719.73,Loyal
12749.0,3,199,4090.88,Loyal
12750.0,128,15,275.88,Regular
12752.0,80,53,4366.78,Loyal
12753.0,22,197,21429.39,Loyal
12754.0,235,63,3010.74,At Risk
12755.0,280,4,3811.95,At Risk
12756.0,86,4,112.07999999999998,Regular
12757.0,15,371,7857.1,Loyal
12758.0,116,97,2791.59,Loyal
12759.0,51,95,1531.44,Loyal
12762.0,7,69,1898.52,Loyal
12763.0,137,18,494.08,Regular
12764.0,316,45,1693.88,At Risk
12766.0,3,310,6989.63,Loyal
12769.0,238,32,1143.6,At Risk
12770.0,210,12,1351.45,At Risk
12772.0,59,55,892.47,Loyal
12775.0,16,66,1386.04,Loyal
12778.0,19,50,822.23,Regular
12779.0,37,149,3981.36,Loyal
12781.0,63,25,826.74,Regular
12782.0,4,103,2330.92,Loyal
12783.0,1,84,2225.91,Loyal
12784.0,8,59,574.42,Loyal
12785.0,363,14,311.95,At Risk
12787.0,9,20,463.66,Regular
12789.0,64,4,91.85,Regular
12790.0,191,21,324.92,Regular
12791.0,373,2,192.60000000000002,At Risk
12792.0,256,25,400.53999999999996,At Risk
12793.0,334,24,545.48,At Risk
12794.0,52,45,860.41,Regular
12795.0,18,14,430.48,Regular
12797.0,365,13,254.03,At Risk
12798.0,9,8,6977.04,VIP
12802.0,186,25,427.58,Regular
12808.0,36,28,483.65000000000003,Regular
12809.0,177,25,489.31,Regular
12811.0,260,31,514.85,At Risk
12812.0,44,15,229.64000000000001,Regular
12814.0,101,2,125.92,Regular
12815.0,147,47,1063.46,Regular
12816.0,95,29,572.2,Regular
12817.0,280,4,166.04,At Risk
12818.0,261,14,1542.08,At Risk
12820.0,2,59,942.34,Loyal
12821.0,213,6,92.72,At Risk
12822.0,70,46,948.88,Regular
12823.0,74,5,1759.5,Regular
12824.0,59,25,397.12,Regular
12826.0,2,91,1474.72,Loyal
12827.0,5,25,430.15000000000003,Regular
12828.0,2,56,1018.71,Loyal
12829.0,336,11,293.0,At Risk
12830.0,37,38,6814.64,VIP
12831.0,261,9,215.05,At Risk
12832.0,31,27,383.03,Regular
12833.0,144,24,417.38,Regular
12834.0,282,18,312.38,At Risk
12836.0,58,175,2612.86,Loyal
12837.0,172,12,134.1,Regular
12838.0,33,123,683.13,Loyal
12839.0,2,314,5591.42,Loyal
12840.0,143,113,2726.77,Loyal
12841.0,4,420,4022.35,Loyal
12842.0,69,34,1118.99,Regular
12843.0,65,103,1702.26,Loyal
12844.0,28,52,325.96000000000004,Loyal
12845.0,266,27,354.09,At Risk
12847.0,21,91,871.54,Loyal
12849.0,30,51,1050.8899999999999,Loyal
12851.0,96,50,135.18,Regular
12852.0,294,17,311.55,At Risk
12853.0,134,78,1957.1000000000001,Loyal
12854.0,78,110,1324.5,Loyal
12855.0,372,3,38.1,At Risk
12856.0,7,314,2179.93,Loyal
12857.0,210,46,1106.4,At Risk
12863.0,51,5,521.2,Regular
12864.0,137,3,147.12,Regular
12865.0,25,95,1568.23,Loyal
12866.0,282,26,559.12,At Risk
12867.0,25,538,4036.82,Loyal
12868.0,185,107,1607.0600000000002,Loyal
12871.0,83,11,380.64,Regular
12872.0,326,66,599.97,At Risk
12873.0,281,4,374.0,At Risk
12875.0,142,2,343.2300000000001,Regular
12876.0,57,85,2218.02,Loyal
12877.0,3,154,1535.77,Loyal
12878.0,235,47,854.99,At Risk
12879.0,44,10,573.22,Regular
12881.0,275,7,298.0,At Risk
12882.0,8,13,1463.04,Regular
12883.0,24,42,703.47,Regular
12884.0,87,7,309.05,Regular
12885.0,62,71,1175.22,Loyal
12886.0,67,82,1378.4,Loyal
12888.0,213,5,354.12,At Risk
12890.0,23,82,380.46999999999997,Loyal
12891.0,185,3,331.0,Regular
12893.0,30,34,188.14,Regular
12895.0,41,22,372.8,Regular
12897.0,204,4,216.5,At Risk
12901.0,8,116,17654.54,Loyal
12902.0,264,10,138.68,At Risk
12904.0,17,72,509.58,Loyal
12906.0,11,63,2919.81,Loyal
12908.0,175,2,750.0,Regular
12909.0,39,91,2178.67,Loyal
12910.0,22,75,3075.04,Loyal
12912.0,2,24,1662.3,Regular
12913.0,4,50,2483.63,Regular
12915.0,148,22,363.65,Regular
12916.0,138,107,3006.15,Loyal
12917.0,127,2,594.0,Regular
12919.0,7,50,1335.19,Regular
12920.0,16,28,164.23,Regular
12921.0,8,720,16587.09,Loyal
12922.0,160,28,405.38,Regular
12923.0,63,29,176.97,Regular
12924.0,87,30,933.7,Regular
12925.0,4,45,694.05,Regular
12928.0,34,84,2062.7000000000003,Loyal
12929.0,311,8,117.85,At Risk
12930.0,77,25,415.8,Regular
12931.0,21,82,42055.96,Loyal
12933.0,23,106,607.53,Loyal
12935.0,1,129,2160.7,Loyal
12936.0,16,62,1063.9,Loyal
12937.0,14,120,1504.27,Loyal
12938.0,25,9,114.14,Regular
12939.0,63,47,11581.8,VIP
12940.0,54,99,913.54,Loyal
12942.0,130,75,683.9,Loyal
12944.0,35,30,604.51,Regular
12945.0,287,23,462.95,At Risk
12947.0,143,97,1603.99,Loyal
12948.0,15,116,2064.95,Loyal
12949.0,30,215,4167.22,Loyal
12950.0,1,23,1843.0,Regular
12951.0,8,63,1064.07,Loyal
12952.0,5,79,1387.79,Loyal
12953.0,9,17,329.85,Regular
12955.0,0,180,4757.16,Loyal
12956.0,305,19,108.07,At Risk
12957.0,9,238,4017.54,Loyal
12962.0,6,16,266.39,Regular
12963.0,7,95,1856.63,Loyal
12965.0,88,109,771.91,Loyal
12966.0,9,10,160.18,Regular
12967.0,357,19,1660.9,At Risk
12968.0,111,5,135.95,Regular
12970.0,6,151,452.24,Loyal
12971.0,3,305,11189.91,Loyal
12974.0,197,8,144.8,Regular
12976.0,211,22,738.6,At Risk
12977.0,155,9,39.239999999999995,Regular
12980.0,157,20,7374.900000000001,VIP
12981.0,29,20,372.21999999999997,Regular
12982.0,242,28,390.54,At Risk
12984.0,18,4,97.5,Regular
12985.0,0,76,1239.38,Loyal
12987.0,73,28,558.7,Regular
12988.0,291,92,535.32,At Risk
12989.0,2,64,6924.110000000001,Loyal
12990.0,30,13,409.5,Regular
12991.0,22,31,503.76,Regular
12993.0,22,27,414.76,Regular
12994.0,3,61,974.4200000000001,Loyal
12995.0,84,3,211.32,Regular
12997.0,21,59,1226.89,Loyal
12999.0,195,28,455.88,Regular
13000.0,106,31,534.85,Regular
13001.0,3,339,9818.82,Loyal
13002.0,317,7,120.94999999999999,At Risk
13003.0,105,6,149.05,Regular
13004.0,11,404,5655.91,Loyal
13005.0,173,26,513.7,Regular
13006.0,55,4,81.57,Regular
13008.0,322,14,229.46999999999997,At Risk
13011.0,371,3,50.550000000000004,At Risk
13012.0,8,89,1661.8400000000001,Loyal
13013.0,0,219,4810.9400000000005,Loyal
13014.0,10,110,3466.2799999999997,Loyal
13015.0,52,176,3346.28,Loyal
13016.0,72,47,789.89,Regular
13017.0,6,1,204.0,Regular
13018.0,15,458,7277.7,Loyal
13021.0,3,131,2616.38,Loyal
13023.0,63,40,689.9,Regular
13026.0,0,40,975.36,Regular
13027.0,113,26,6912.0,VIP
13028.0,22,45,661.3199999999999,Regular
13029.0,30,10,1247.5,Regular
13030.0,10,99,799.48,Loyal
13032.0,51,71,1010.18,Loyal
13033.0,356,11,190.55,At Risk
13034.0,54,37,642.77,Regular
13035.0,73,27,921.88,Regular
13037.0,137,48,881.07,Regular
13038.0,79,28,908.46,Regular
13040.0,8,43,676.99,Regular
13043.0,272,13,516.42,At Risk
13044.0,290,33,560.47,At Risk
13045.0,98,18,305.28000000000003,Regular
13046.0,30,35,629.31,Regular
13047.0,31,172,3237.54,Loyal
13048.0,13,136,1835.91,Loyal
13049.0,63,14,656.6800000000001,Regular
13050.0,14,403,5836.86,Loyal
13052.0,211,18,348.15000000000003,At Risk
13055.0,77,76,1214.41,Loyal
13058.0,24,8,271.40000000000003,Regular
13059.0,249,8,183.4,At Risk
13060.0,253,15,307.53,At Risk
13061.0,71,10,248.61,Regular
13062.0,190,11,346.98,Regular
13064.0,12,69,1119.49,Loyal
13065.0,372,14,205.86,At Risk
13066.0,23,48,470.8,Regular
13067.0,81,15,115.46000000000001,Regular
13068.0,9,2,344.0,Regular
13069.0,0,425,4436.12,Loyal
13070.0,191,9,228.8,Regular
13072.0,266,7,177.15,At Risk
13075.0,129,22,919.61,Regular
13077.0,0,112,729.27,Loyal
13078.0,2,358,12627.94,Loyal
13079.0,3,6,220.10000000000002,Regular
13080.0,178,6,58.08,Regular
13081.0,11,1028,28337.38,Loyal
13082.0,125,73,3613.63,Loyal
13083.0,3,18,303.75,Regular
13085.0,157,22,416.08000000000004,Regular
13089.0,2,1818,58825.83,Loyal
13090.0,8,155,8910.82,Loyal
13091.0,27,21,345.82,Regular
13092.0,70,25,477.83,Regular
13093.0,275,159,7832.47,At Risk
13094.0,20,24,1927.3200000000002,Regular
13095.0,70,6,74.39999999999999,Regular
13097.0,32,423,6010.42,Loyal
13098.0,0,572,28882.44,Loyal
13099.0,98,1,207.35999999999999,Regular
13101.0,233,8,101.19,At Risk
13102.0,0,304,6424.09,Loyal
13103.0,39,8,243.94,Regular
13104.0,2,20,1098.48,Regular
13106.0,132,1,76.5,Regular
13107.0,43,58,1531.6200000000001,Loyal
13108.0,372,10,350.06,At Risk
13109.0,59,47,786.54,Regular
13110.0,30,145,1488.67,Loyal
13113.0,0,201,12245.960000000001,Loyal
13115.0,11,120,2294.78,Loyal
13116.0,137,30,501.14,Regular
13117.0,21,76,984.91,Loyal
13118.0,19,79,1197.81,Loyal
13120.0,238,1,30.599999999999998,At Risk
13121.0,268,50,283.73,At Risk
13122.0,93,55,922.39,Loyal
13124.0,89,235,3866.33,Loyal
13126.0,4,140,2099.64,Loyal
13127.0,77,15,259.17,Regular
13130.0,93,2,64.0,Regular
13131.0,22,44,1073.3,Regular
13132.0,261,3,77.3,At Risk
13133.0,273,7,109.8,At Risk
13134.0,85,98,1793.58,Loyal
13135.0,196,1,3096.0,Regular
13136.0,55,127,2607.61,Loyal
13137.0,10,704,3650.41,Loyal
13138.0,21,63,962.39,Loyal
13139.0,15,170,5064.94,Loyal
13140.0,107,46,423.72,Regular
13141.0,84,135,2388.75,Loyal
13142.0,18,23,307.09,Regular
13144.0,332,3,110.95,At Risk
13145.0,39,6,618.52,Regular
13146.0,25,17,228.91,Regular
13147.0,9,4,712.8000000000001,Regular
13148.0,28,319,3707.12,Loyal
13149.0,13,86,1676.06,Loyal
13151.0,295,74,1257.8700000000001,At Risk
13153.0,5,15,486.22,Regular
13155.0,32,85,971.76,Loyal
13157.0,48,87,1741.22,Loyal
13158.0,94,79,1201.06,Loyal
13159.0,8,121,1437.85,Loyal
13160.0,21,4,91.8,Regular
13161.0,312,8,112.75,At Risk
13162.0,121,79,1688.29,Loyal
13165.0,45,42,1021.48,Regular
13166.0,282,41,417.2,At Risk
13167.0,18,65,791.33,Loyal
13168.0,35,131,1319.19,Loyal
13169.0,63,13,712.88,Regular
13170.0,26,32,116.00999999999999,Regular
13171.0,21,46,468.41,Regular
13173.0,3,43,353.65,Regular
13174.0,15,314,2817.03,Loyal
13176.0,45,72,492.84,Loyal
13177.0,64,17,282.45,Regular
13178.0,25,265,5725.47,Loyal
13182.0,44,11,121.18,Regular
13183.0,7,94,3957.78,Loyal
13184.0,14,181,1701.29,Loyal
13185.0,267,1,71.4,At Risk
13186.0,39,79,1575.89,Loyal
13187.0,336,37,236.02,At Risk
13188.0,10,2,114.60000000000001,Regular
13189.0,18,29,260.68,Regular
13192.0,94,63,911.94,Loyal
13193.0,60,29,117.88,Regular
13194.0,135,3,60.7,Regular
13196.0,10,110,1797.78,Loyal
13198.0,9,226,3401.2400000000002,Loyal
13199.0,3,119,9817.12,Loyal
13200.0,18,46,870.09,Regular
13203.0,9,57,869.46,Loyal
13207.0,14,8,250.26000000000002,Regular
13208.0,58,149,1223.9,Loyal
13209.0,29,321,5891.61,Loyal
13210.0,93,22,353.48,Regular
13211.0,9,56,1197.42,Loyal
13212.0,19,142,788.08,Loyal
13213.0,56,90,1520.58,Loyal
13216.0,267,5,333.74,At Risk
13217.0,121,4,533.98,Regular
13218.0,126,5,62.63999999999999,Regular
13220.0,77,21,819.2900000000001,Regular
13221.0,239,66,847.41,At Risk
13223.0,199,5,163.20000000000002,Regular
13224.0,59,108,2155.95,Loyal
13225.0,2,32,6463.84,VIP
13226.0,272,16,108.21000000000001,At Risk
13227.0,201,9,257.7,At Risk
13228.0,80,2,358.0,Regular
13229.0,225,10,160.95,At Risk
13230.0,3,611,2806.97,Loyal
13232.0,12,207,1357.6,Loyal
13233.0,73,43,605.12,Regular
13235.0,211,58,1031.07,At Risk
13236.0,24,36,744.85,Regular
13238.0,16,31,700.73,Regular
13239.0,261,22,329.56,At Risk
13240.0,95,67,663.65,Loyal
13242.0,111,13,270.40000000000003,Regular
13243.0,202,58,600.07,At Risk
13244.0,92,27,121.74000000000001,Regular
13245.0,50,16,430.5,Regular
13246.0,17,141,1987.3,Loyal
13247.0,17,25,501.12,Regular
13248.0,124,26,465.68,Regular
13249.0,91,23,711.41,Regular
13253.0,156,36,1030.4,Regular
13255.0,8,13,399.51,Regular
13256.0,13,1,0.0,Regular
13258.0,11,38,698.58,Regular
13259.0,61,87,292.32,Loyal
13260.0,60,8,557.62,Regular
13261.0,268,9,944.1,At Risk
13262.0,262,11,200.29,At Risk
13263.0,0,1677,7454.07,Loyal
13265.0,52,91,2107.66,Loyal
13266.0,10,187,3834.2599999999998,Loyal
13267.0,2,211,4521.49,Loyal
13268.0,17,440,3214.69,Loyal
13269.0,0,316,5346.2300000000005,Loyal
13270.0,365,1,590.0,At Risk
13271.0,36,96,217.38,Loyal
13272.0,30,15,276.56,Regular
13273.0,112,16,138.98,Regular
13276.0,63,30,590.9300000000001,Regular
13277.0,15,8,258.4,Regular
13278.0,40,46,542.73,Regular
13279.0,77,9,137.75,Regular
13280.0,121,85,814.86,Loyal
13282.0,17,37,1132.14,Regular
13283.0,59,7,93.66,Regular
13284.0,330,13,201.19,At Risk
13285.0,22,187,2709.12,Loyal
13291.0,155,42,361.11,Regular
13292.0,38,31,578.9399999999999,Regular
13294.0,189,54,873.74,Loyal
13295.0,359,10,201.20000000000002,At Risk
13296.0,136,5,87.4,Regular
13297.0,7,59,2089.85,Loyal
13298.0,0,2,360.0,Regular
13299.0,267,5,142.5,At Risk
13300.0,168,20,371.89,Regular
13301.0,103,81,618.09,Loyal
13302.0,154,1,63.75,Regular
13304.0,350,21,300.42,At Risk
13305.0,3,81,2000.86,Loyal
13307.0,119,1,15.0,Regular
13308.0,22,54,1385.51,Loyal
13309.0,6,107,1456.79,Loyal
13310.0,27,72,1132.03,Loyal
13311.0,3,26,598.57,Regular
13313.0,21,78,1555.32,Loyal
13314.0,1,62,775.94,Loyal
13316.0,36,87,5977.7300000000005,Loyal
13317.0,65,124,2273.68,Loyal
13318.0,0,20,640.76,Regular
13319.0,4,476,10845.550000000001,Loyal
13320.0,77,106,1548.7,Loyal
13321.0,71,11,567.36,Regular
13322.0,16,25,199.48000000000002,Regular
13323.0,2,21,787.85,Regular
13324.0,35,75,7121.95,Loyal
13325.0,81,12,675.3,Regular
13327.0,38,108,3627.77,Loyal
13328.0,315,17,1308.48,At Risk
13329.0,31,17,789.0,Regular
13330.0,92,53,1140.93,Loyal
13332.0,13,21,350.9,Regular
13334.0,81,268,3536.82,Loyal
13336.0,76,51,795.12,Loyal
13338.0,157,19,487.02,Regular
13339.0,200,54,860.12,Loyal
13340.0,44,134,10736.48,Loyal
13341.0,260,42,775.85,At Risk
